param;SFH_D_1_2zone_TAB;SFH_D_1_2zone_REF1;SFH_D_1_2zone_REF2;SFH_D_2_2zone_TAB;SFH_D_2_2zone_REF1;SFH_D_2_2zone_REF2;SFH_D_3_2zone_TAB;SFH_D_3_2zone_REF1;SFH_D_3_2zone_REF2;SFH_D_4_2zone_TAB;SFH_D_4_2zone_REF1;SFH_D_4_2zone_REF2;SFH_D_5_2zone_TAB;SFH_D_5_ins_TAB;SFH_SD_1_2zone_TAB;SFH_SD_1_2zone_REF1;SFH_SD_1_2zone_REF2;SFH_SD_2_2zone_TAB;SFH_SD_2_2zone_REF1;SFH_SD_2_2zone_REF2;SFH_SD_3_2zone_TAB;SFH_SD_3_2zone_REF1;SFH_SD_3_2zone_REF2;SFH_SD_4_2zone_TAB;SFH_SD_4_2zone_REF1;SFH_SD_4_2zone_REF2;SFH_SD_5_TAB;SFH_SD_5_Ins_TAB;SFH_T_1_2zone_TAB;SFH_T_1_2zone_REF1;SFH_T_1_2zone_REF2;SFH_T_2_2zone_TAB;SFH_T_2_2zone_REF1;SFH_T_2_2zone_REF2;SFH_T_3_2zone_TAB;SFH_T_3_2zone_REF1;SFH_T_3_2zone_REF2;SFH_T_4_2zone_TAB;SFH_T_4_2zone_REF1;SFH_T_4_2zone_REF2;SFH_T_5_TAB;SFH_T_5_ins_TAB
abs3SD;0.221491561;0.11965636;0.11965636;0.285780342;0.154387081;0.154387081;0.244521234;0.149253221;0.149253221;0.211052045;0.168126206;0.168126206;0.173989438;0.173989438;0.097240308;0.05253212;0.05253212;0.123531415;0.066735362;0.066735362;0.123346355;0.075289334;0.075289334;0.103120852;0.082147119;0.082147119;0.179872962;0.179872962;0.137751887;0.074417686;0.074417686;0.116926051;0.063166947;0.063166947;0.073306501;0.044745527;0.044745527;0.074104994;0.045232918;0.045232918;0.155365411;0.155365411
abs3WD;0.161579909;0.087290296;0.087290296;0.218273175;0.117917692;0.117917692;0.209589629;0.127931332;0.127931332;0.185076409;0.14743375;0.14743375;0.102346728;0.102346728;0.094681353;0.051149696;0.051149696;0.110295906;0.059585145;0.059585145;0.10030363;0.061224293;0.061224293;0.115724512;0.092187323;0.092187323;0.137169309;0.137169309;0.120745481;0.065230317;0.065230317;0.113927947;0.061547282;0.061547282;0.080761399;0.049295919;0.049295919;0.095972041;0.058580337;0.058580337;0.134104881;0.134104881
abs4ED;0.786250723;0.424756138;0.424756138;0.949698188;0.513055343;0.513055343;1.015570801;0.619893865;0.619893865;0.787054425;0.626975559;0.626975559;0.543498737;0.543498737;0.642529676;0.347113733;0.347113733;0.623078153;0.336605439;0.336605439;0.644575246;0.393442033;0.393442033;0.479456521;0.381939941;0.381939941;0.451149089;0.451149089;0.645735927;0.348845845;0.348845845;0.569639735;0.307736408;0.307736408;0.397798268;0.24281193;0.24281193;0.373823681;0.228178091;0.228178091;0.461136336;0.461136336
abs4ND;0.913065355;0.493265192;0.493265192;0.930116782;0.502476882;0.502476882;0.91935883;0.561167078;0.561167078;0.70196746;0.559194418;0.559194418;0.598376279;0.598376279;0.660133229;0.356623698;0.356623698;0.63161347;0.341216472;0.341216472;0.628460864;0.383605982;0.383605982;0.562840264;0.448364278;0.448364278;0.737243633;0.737243633;0.686605289;0.370924696;0.370924696;0.509677657;0.275343102;0.275343102;0.359912719;0.219686984;0.219686984;0.356570281;0.217646795;0.217646795;0.552291193;0.552291193
abs4SD;1.031425679;0.557206976;0.557206976;1.243419277;0.671732253;0.671732253;1.272136056;0.776498631;0.776498631;0.921775453;0.7342957;0.7342957;0.744540502;0.744540502;0.668935005;0.361378681;0.361378681;0.716966642;0.387326806;0.387326806;0.733204342;0.447540313;0.447540313;0.625378071;0.498182531;0.498182531;0.764752724;0.764752724;0.662083672;0.357677386;0.357677386;0.584630254;0.315834735;0.315834735;0.372541235;0.227395299;0.227395299;0.350819147;0.214136363;0.214136363;0.50939479;0.50939479
abs4WD;0.752433487;0.406487056;0.406487056;0.949698188;0.513055343;0.513055343;1.090402333;0.665570255;0.665570255;0.808326166;0.643920844;0.643920844;0.437965001;0.437965001;0.651331453;0.351868716;0.351868716;0.640148787;0.345827506;0.345827506;0.596232102;0.363933881;0.363933881;0.701813169;0.559071507;0.559071507;0.583192725;0.583192725;0.580344947;0.313519684;0.313519684;0.569639735;0.307736408;0.307736408;0.410426784;0.250520245;0.250520245;0.454339551;0.277324142;0.277324142;0.439688134;0.439688134
abs5ED;0.847136855;0.457648646;0.457648646;0.81777484;0.441786408;0.441786408;0.63820023;0.38955079;0.38955079;0.678182343;0.540246951;0.540246951;0.566976893;0.566976893;0.642529676;0.347113733;0.347113733;0.733941157;0.396496947;0.396496947;0.599589265;0.365983058;0.365983058;0.414076086;0.329857221;0.329857221;0.411098098;0.411098098;0.645735927;0.348845845;0.348845845;0.569639735;0.307736408;0.307736408;0.397798268;0.24281193;0.24281193;0.759477226;0.463577008;0.463577008;0.461136336;0.461136336
abs5ND;0.983771831;0.531462943;0.531462943;0.800913504;0.43267741;0.43267741;0.577739156;0.352645978;0.352645978;0.604865333;0.481841876;0.481841876;0.624225046;0.624225046;0.660133229;0.356623698;0.356623698;0.743995146;0.401928412;0.401928412;0.584599533;0.356833481;0.356833481;0.486089319;0.387223695;0.387223695;0.671794453;0.671794453;0.686605289;0.370924696;0.370924696;0.509677657;0.275343102;0.275343102;0.359912719;0.219686984;0.219686984;0.724424431;0.442181146;0.442181146;0.552291193;0.552291193
abs5SD;1.111297809;0.600356288;0.600356288;1.070694894;0.57842138;0.57842138;0.799429762;0.487963621;0.487963621;0.794267609;0.632721655;0.632721655;0.776703298;0.776703298;0.668935005;0.361378681;0.361378681;0.84453503;0.456243062;0.456243062;0.682032789;0.416305728;0.416305728;0.540099243;0.43024855;0.43024855;0.69686141;0.69686141;0.662083672;0.357677386;0.357677386;0.584630254;0.315834735;0.315834735;0.372541235;0.227395299;0.227395299;0.712740166;0.435049192;0.435049192;0.50939479;0.50939479
abs5WD;0.810700861;0.437964833;0.437964833;0.81777484;0.441786408;0.441786408;0.68522551;0.418254532;0.418254532;0.696511596;0.55484822;0.55484822;0.456884293;0.456884293;0.651331453;0.351868716;0.351868716;0.754049134;0.407359877;0.407359877;0.55462007;0.338534328;0.338534328;0.606111373;0.482834483;0.482834483;0.531419493;0.531419493;0.580344947;0.313519684;0.313519684;0.569639735;0.307736408;0.307736408;0.410426784;0.250520245;0.250520245;0.923056936;0.563424364;0.563424364;0.439688134;0.439688134
CflD;14901928;14901928;14901928;14058632;14058632;14058632;16244544;16244544;16244544;15401248;15401248;15401248;12144678;12144678;11373400;11373400;11373400;9853248;9853248;9853248;10652160;10652160;10652160;11473264;11473264;11473264;9019920;9019920;8399672;8399672;8399672;8266520;8266520;8266520;6879520;6879520;6879520;7012672;7012672;7012672;5522400;5522400
CiD;1940369.481;1940369.481;1940369.481;1833693.1;1833693.1;1833693.1;2118965.401;2118965.401;2118965.401;2008375.409;2008375.409;2008375.409;2430307.88;2430307.88;1483452.797;1483452.797;1483452.797;1635553.92;1635553.92;1635553.92;1768166.4;1768166.4;1768166.4;1904462.56;1904462.56;1904462.56;1418271.969;1418271.969;1095632.379;1095632.379;1095632.379;1077936.992;1077936.992;1077936.992;897190.7346;897190.7346;897190.7346;914605.12;914605.12;914605.12;868414.4632;868414.4632
CwD;89016957.29;89016957.29;89016957.29;31568539.4;31568539.4;31568539.4;28456805.6;28456805.6;28456805.6;23146317.81;23146317.81;23146317.81;20253618.97;20253618.97;32464713.42;32464713.42;32464713.42;12558781.97;12558781.97;12558781.97;13429671.58;13429671.58;13429671.58;8856365.1;8856365.1;8856365.1;6986174.685;6986174.685;15779225.68;15779225.68;15779225.68;6254568.803;6254568.803;6254568.803;5508256.827;5508256.827;5508256.827;3721119.683;3721119.683;3721119.683;2978629.915;2978629.915
CwiD;33058164.64;33058164.64;16529082.32;34425089.37;34425089.37;34425089.37;31031783.37;31031783.37;31031783.37;34102725.3;34102725.3;34102725.3;26176157.36;26176157.36;19979448.81;9989724.403;6028198.861;19833415.37;9916707.685;9916707.685;14644885.48;7322442.742;7322442.742;13048563;6524281.5;6524281.5;9029063.312;9029063.312;20528739.79;10264369.9;10264369.9;29110493.03;14555246.51;29110493.03;27062093.88;27062093.88;13531046.94;24414442.42;12207221.21;12207221.21;18645677.12;18645677.12
hwD;861.173092;740.3452347;430.586546;555.586885;555.586885;555.586885;376.4495654;376.4495654;376.4495654;502.911752;502.911752;502.911752;348.3213941;348.3213941;314.072043;210.8411922;207.941608;221.0268415;158.0761588;158.0761588;177.6585222;136.7303644;136.7303644;192.4267231;141.0875776;141.0875776;120.1481133;120.1481133;152.6523146;152.6523146;101.0684283;110.0765656;78.72564501;110.0765656;72.86766188;72.86766188;56.08074319;80.85064909;59.27982374;80.85064909;51.22642655;51.22642655
hflD;427.3181818;279.2376238;279.2376238;403.1363636;403.1363636;403.1363636;465.8181818;465.8181818;465.8181818;441.6363636;441.6363636;441.6363636;469.6525424;469.6525424;326.1363636;213.1188119;326.1363636;282.5454545;184.6336634;184.6336634;305.4545455;199.6039604;199.6039604;329;214.990099;214.990099;348.8135593;348.8135593;240.8636364;240.8636364;240.8636364;237.0454545;237.0454545;447;197.2727273;197.2727273;128.9108911;201.0909091;131.4059406;201.0909091;213.559322;213.559322
hwiD;876.1952325;584.8495271;584.8495271;605.6075691;605.6075691;605.6075691;545.9123923;545.9123923;545.9123923;599.9365273;599.9365273;599.9365273;693.7900074;693.7900074;436.4828275;284.8666808;284.8666808;331.5172035;223.4480639;223.4480639;321.5930823;179.6502097;223.4356796;286.5387783;199.0807334;199.0807334;291.0821498;291.0821498;424.2572496;274.8412421;274.8412421;472.0004755;311.3215977;472.0004755;375.0979159;375.0979159;259.7932958;262.4761876;233.9107108;190.3231629;258.3843066;258.3843066
infD;270.4602271;125.1000757;125.1000757;272.1894137;125.7698046;125.7698046;234.4601922;128.655506;128.655506;212.6360105;134.3880053;94.13800526;188.0661414;170.0161414;171.6700063;87.52333544;87.52333544;182.7207461;91.34024871;91.34024871;165.7062044;96.50167033;96.50167033;142.0714783;91.92323916;91.92323916;128.622796;110.572796;144.1668377;80.84498592;80.54033732;140.6733817;79.14498592;79.14498592;103.3850485;74.99245669;74.99245669;94.80687891;68.84912735;68.84912735;94.78265633;76.73265633
UflD;121.3032258;121.3032258;35.984689;114.4387097;114.4387097;27.62067892;75.44539877;75.44539877;36.38343195;61.58028169;61.58028169;42.47431694;49.4077266;21.48023256;92.58064516;115.2568668;27.46411483;80.20645161;97.65416509;8.552437973;49.47239264;25.51898734;10.38130777;45.87464789;20.61455696;10.3464828;37.09221989;16.02803738;68.37419355;235.5111111;20.28325359;67.29032258;86.44758883;16.2410464;31.95092025;31.95092025;20.50393701;28.03943662;50.4;6.763204266;22.46656761;9.76744186
UwD;1106.040205;1106.040205;73.65139896;631.3868797;631.3868797;55.75707282;265.4707989;265.4707989;57.403487;129.9887918;129.9887918;72.01211538;87.87741191;32.75822564;403.3757092;403.3757092;26.86085475;251.1820411;251.1820411;22.18160657;125.2841128;125.2841128;27.09053113;49.73699092;49.73699092;27.55365198;30.31196309;11.29944664;196.0576786;196.0576786;13.05551303;125.0945642;125.0945642;11.04696178;51.38599746;51.38599746;11.11133673;20.89765878;20.89765878;11.57703364;12.923828;4.817639307
f1D;0.045452861;0.045452861;0.068179291;0.044256584;0.044256584;0.044256584;0.042593795;0.042593795;0.042593795;0.042738001;0.042738001;0.042738001;0.042321358;0.042321358;0.031657197;0.047485795;0.047485795;0.030659735;0.045989603;0.045989603;0.032345994;0.048518991;0.048518991;0.030116404;0.045174606;0.045174606;0.028691462;0.028691462;0.019347822;0.029021733;0.029021733;0.015982399;0.023973598;0.015982399;0.016098579;0.016098579;0.024147868;0.013129232;0.019693847;0.019693847;0.015512261;0.015512261
f2D;0.090905721;0.090905721;0.136358582;0.088513168;0.088513168;0.088513168;0.085187591;0.085187591;0.085187591;0.085476002;0.085476002;0.085476002;0.084642716;0.084642716;0.081524272;0.122286408;0.122286408;0.077110758;0.115666138;0.115666138;0.079822781;0.119734171;0.119734171;0.074320645;0.111480968;0.111480968;0.070804201;0.070804201;0.097671095;0.146506643;0.146506643;0.10820348;0.162305221;0.10820348;0.111844281;0.111844281;0.167766421;0.089986433;0.13497965;0.13497965;0.100694341;0.100694341
f3D;0.805962248;0.805962248;0.708943372;0.807389947;0.807389947;0.807389947;0.807624491;0.807624491;0.807624491;0.807861875;0.807861875;0.807861875;0.807496007;0.807496007;0.805882656;0.708823984;0.708823984;0.806761435;0.710142152;0.710142152;0.807041322;0.710561983;0.710561983;0.807768049;0.711652074;0.711652074;0.811013192;0.811013192;0.807819037;0.711728556;0.711728556;0.806892193;0.710338289;0.806892193;0.806454458;0.806454458;0.709681686;0.806310836;0.709466254;0.709466254;0.81108763;0.81108763
f4D;0.027764561;0.027764561;0.041646842;0.032153376;0.032153376;0.032153376;0.039666861;0.039666861;0.039666861;0.034336951;0.034336951;0.034336951;0.032077123;0.032077123;0.040467937;0.060701906;0.060701906;0.039242838;0.058864256;0.058864256;0.041855535;0.062783303;0.062783303;0.047109459;0.070664189;0.070664189;0.046823984;0.046823984;0.056371534;0.056371534;0.056371534;0.051691446;0.051691446;0.051691446;0.049202012;0.049202012;0.049202012;0.044814028;0.044814028;0.044814028;0.054529326;0.054529326
f5D;0.029914609;0.029914609;0.044871913;0.027686924;0.027686924;0.027686924;0.024927262;0.024927262;0.024927262;0.029587171;0.029587171;0.029587171;0.033462797;0.033462797;0.040467937;0.060701906;0.060701906;0.046225234;0.069337851;0.069337851;0.038934368;0.058401552;0.058401552;0.040685442;0.061028163;0.061028163;0.042667161;0.042667161;0.037581023;0.056371534;0.056371534;0.034460964;0.051691446;0.034460964;0.032801341;0.032801341;0.049202012;0.060697481;0.091046221;0.091046221;0.036352884;0.036352884
abs1EN;1.114443332;0.602055593;0.602055593;1.293961704;0.699036782;0.699036782;1.222996383;0.746504286;0.746504286;0.982711062;0.782837625;0.782837625;0.677549816;0.677549816;1.165264641;0.57004163;0.57004163;1.143439028;0.58158241;0.58158241;1.206212333;0.736259476;0.736259476;0.783446457;0.552390423;0.552390423;0.725279525;0.725279525;0.720451473;0.389209416;0.389209416;0.674378819;0.364319592;0.364319592;0.483493833;0.295119612;0.295119612;0.431615102;0.263453374;0.263453374;0.503653301;0.503653301
abs1NN;1.294192257;0.699161334;0.699161334;1.267282081;0.684623653;0.684623653;1.107133568;0.675782827;0.675782827;0.876472028;0.698206531;0.698206531;0.745962613;0.745962613;1.1971897;0.585659209;0.585659209;1.159102577;0.589549292;0.589549292;1.176057025;0.717852989;0.717852989;0.919698014;0.648458322;0.648458322;1.185212883;1.185212883;0.766049667;0.413842924;0.413842924;0.603391575;0.325970161;0.325970161;0.437446801;0.267012982;0.267012982;0.411694405;0.251293988;0.251293988;0.603212674;0.603212674
abs1SN;1.46195792;0.789793359;0.789793359;1.694156045;0.915233725;0.915233725;1.531963891;0.935094842;0.935094842;1.150922865;0.916836858;0.916836858;0.928177466;0.928177466;1.213152229;0.593467998;0.593467998;1.31573806;0.669218115;0.669218115;1.372066529;0.837495154;0.837495154;1.021886683;0.720509247;0.720509247;1.229437244;1.229437244;0.73869075;0.399062819;0.399062819;0.69212563;0.373906949;0.373906949;0.452795812;0.276381859;0.276381859;0.405054173;0.247240859;0.247240859;0.556361204;0.556361204
abs1WN;1.066510286;0.576160729;0.576160729;1.293961704;0.699036782;0.699036782;1.313111906;0.801509865;0.801509865;1.00927082;0.803995399;0.803995399;0.545986745;0.545986745;1.18122717;0.577850419;0.577850419;1.174766125;0.597516174;0.597516174;1.115746408;0.681040016;0.681040016;1.146783944;0.808571488;0.808571488;0.93755646;0.93755646;0.647494361;0.349795804;0.349795804;0.674378819;0.364319592;0.364319592;0.498842843;0.304488489;0.304488489;0.524578355;0.320197178;0.320197178;0.480227566;0.480227566
abs2EN;0.412195148;0.222680137;0.222680137;0.395137404;0.213465034;0.213465034;0.321188533;0.196050143;0.196050143;0.292374406;0.232908425;0.232908425;0.205160883;0.205160883;1.402540695;0.848177183;0.848177183;1.283389365;0.753124014;0.753124014;1.157240486;0.706367569;0.706367569;0.803128475;0.752582639;0.752582639;0.776544372;0.776544372;2.322297793;1.25457467;1.25457467;2.225489811;1.202276105;1.202276105;1.667669799;1.017928319;1.017928319;1.625366168;0.992106622;0.992106622;1.743369745;1.743369745
abs2NN;0.478678236;0.258596289;0.258596289;0.386990241;0.209063694;0.209063694;0.290760145;0.177476972;0.177476972;0.260766362;0.207729136;0.207729136;0.225876156;0.225876156;1.440966468;0.871414914;0.871414914;1.300970041;0.763440781;0.763440781;1.128309473;0.68870838;0.68870838;0.942802992;0.883466576;0.883466576;1.268987145;1.268987145;2.469278666;1.33397813;1.33397813;1.991227726;1.075720725;1.075720725;1.508844104;0.920982765;0.920982765;1.550349268;0.946317086;0.946317086;2.087989346;2.087989346
