Time,base_load1,base_load2,base_load3,base_load4,base_load5,base_load6,base_load7,base_load8,base_load9,base_load10,base_load11,base_load12,base_load13,base_load14,base_load15
1464000,663.375915527343,477.899993896484,531.375915527343,581.543701171875,532,681.075927734375,389.175903320312,680.075927734375,734.075927734375,634.158996582031,849.700012207031,370.823699951171,304.823699951171,127,294
1464600,799.075927734375,315.700012207031,838.375915527343,369.823699951171,276,681.075927734375,413.375885009765,1069.47595214843,787.075927734375,503.700012207031,787.700012207031,242.729507446289,297.7294921875,241,58
1465200,774.675903320312,300.700012207031,876.375915527343,376.134185791015,118,681.075927734375,373.375885009765,743.075927734375,602.875915527343,552.099975585937,504.700012207031,280.823699951171,220.399993896484,203,58
1465800,677.075927734375,340.700012207031,683.375915527343,361.375885009765,42,681.075927734375,213.375900268554,1446.8759765625,317.158996582031,503.700012207031,504.700012207031,868.375915527343,172,51,58
1466400,677.075927734375,364.700012207031,531.375915527343,270.375885009765,42,681.075927734375,213.375900268554,992.765502929687,449.299987792968,503.700012207031,504.700012207031,868.375915527343,257.799987792968,51,55.4000015258789
1467000,667.616882324218,364.700012207031,499.823699951171,270.375885009765,42,766.875915527343,403.375885009765,777.075927734375,376.700012207031,582.243713378906,440.5,567.375915527343,161,51,45
1467600,777.252197265625,430.700012207031,499.823699951171,80.3759384155273,42,670.075927734375,391.552185058593,546.075927734375,186.699996948242,544.82373046875,183.699996948242,633.375915527343,51,206,45
1468200,648.941772460937,434.700012207031,378.823699951171,80.3759384155273,42,560.075927734375,201.552200317382,546.075927734375,186.699996948242,610.82373046875,183.699996948242,589.375915527343,51,206,45
1468800,547.700012207031,186.699996948242,378.823699951171,80.3759384155273,380,439.075897216796,182.620895385742,534.252197265625,186.699996948242,544.82373046875,528.700012207031,523.375915527343,51,205,235
1469400,312.700012207031,195.699996948242,327,68.5522003173828,532,399.075897216796,73.1999969482421,534.252197265625,186.699996948242,404.023712158203,594.158996582031,462.110412597656,51,273,235
1470000,312.700012207031,319.700012207031,512,37,194,207.523696899414,49,599.852172851562,341.700012207031,379.823699951171,315.523712158203,359,51,165,83
1470600,312.700012207031,164.699996948242,391,37,42,207.523696899414,49,677.252197265625,341.700012207031,368,206.96369934082,359,51,51,45
1471200,191.699996948242,164.699996948242,84,37,42,205.158996582031,125,523.700012207031,105.279998779296,255.399993896484,219.823699951171,550,51,51,45
1471800,191.699996948242,164.699996948242,46,227,42,305.700012207031,239,269.700012207031,241,47,259.823699951171,504,161,51,45
1472400,191.699996948242,230.699996948242,46,227,42,305.700012207031,163,291.700012207031,241,47,259.823699951171,316,161,51,45
1473000,191.699996948242,274.700012207031,46,37,42,195.699996948242,49,181.699996948242,51,113,259.823699951171,148,51,51,45
1473600,381.700012207031,186.699996948242,46,37,184,227.699996948242,49,46,51,157,593,60,51,358,45
1474200,381.700012207031,164.699996948242,46,37,532,195.699996948242,49,46,51,69,553,38,51,396,45
1474800,191.699996948242,164.699996948242,46,37,346,195.699996948242,49,198,51,47,124,38,51,127,235
1475400,191.699996948242,226.699996948242,391,37,42,195.699996948242,49,236,206,47,48,38,51,51,235
1476000,191.699996948242,319.700012207031,391,37,42,195.699996948242,239,350,206,47,48,38,51,51,45
1476600,191.699996948242,164.699996948242,46,75,42,305.700012207031,239,236,151,47,48,193,51,51,45
1477200,191.699996948242,230.699996948242,46,227,42,305.700012207031,49,156,241,47,48,345,161,51,45
1477800,191.699996948242,274.700012207031,46,227,42,195.699996948242,49,156,203,47,48,338,161,51,45
1478400,191.699996948242,51,46,37,42,60,49,46,51,135,286,262,51,241,45
1479000,267.700012207031,29,46,37,342,60,49,46,51,157,393,38,51,241,45
1479600,381.700012207031,29,46,37,510,60,49,236,51,47,262,38,51,244,45
1480200,381.700012207031,29,160,37,42,60,49,236,51,47,48,38,51,206,45
1480800,137.419998168945,29,391,37,42,60,239,122,144,47,48,38,51,51,235
1481400,56,122,391,37,42,148,239,236,206,47,48,38,51,51,235
1482000,56,250,46,151,42,170,49,160,282,47,48,193,51,51,45
1482600,56,139,46,227,42,60,49,156,241,47,48,193,161,51,45
1483200,56,51,46,151,42,60,49,156,165,47,117,338,139,241,45
1483800,56,29,46,37,342,60,49,46,51,157,393,338,51,241,45
1484400,56,29,46,37,380,60,49,236,51,157,393,76,51,51,45
1485000,246,29,46,37,232,60,201,236,51,47,48,38,51,51,45
1485600,246,29,236,37,42,60,239,84,51,47,48,38,51,206,45
1486200,94,29,391,37,42,126,87,122,51,47,48,38,51,206,45
1486800,56,95,277,37,42,170,49,236,206,47,48,38,51,51,235
1487400,56,263,77,227,42,60,49,46,320,47,48,193,73,51,235
1488000,56,206,46,227,42,60,49,156,241,47,48,193,161,241,45
1488600,56,29,46,75,254,60,49,156,127,47,393,179,117,241,45
1489200,56,29,46,37,342,60,49,236,51,157,393,338,51,51,45
1489800,56,29,46,37,314,60,239,236,51,157,48,228,51,51,45
1490400,56,29,46,37,218,60,239,46,51,47,152,38,51,51,45
1491000,246,29,236,37,202,104,49,46,51,47,216,38,51,51,45
1491600,302,95,360,37,242,170,49,236,51,47,248,38,91,246,45
1492200,210,139,201,37,202,60,49,236,206,47,647.799987792968,38,96,246,45
1492800,242,59,108,227,42,100,49,46,358,47,248,193,108,329,235
1493400,243.199996948242,224,102,235,194,1603.40002441406,49,156,272,47,593,237,174,441,235
1494000,256,304,166,77,342,2659,125,346,89,47,593,274,108,251,45
1494600,256,149,206,37,304,260,239,236,51,157,279,184,64,258.094207763671,85
1495200,256,197,259,37,232,260,163,46,51,157,248,364,64,2721.82397460937,85
1495800,256,1028.59997558593,295,37,80,282,49,46,51,1177.61206054687,248,428,51,2561.82397460937,125
1496400,421,295,249,37,42,383,49,46,51,1262.03601074218,248,198,51,2561.82397460937,197
1497000,459,339,342,37,42,295,49,236,51,1310.43603515625,248,38,51,2561.82397460937,205
1497600,383,282.552185058593,334,37,42,273,49,198,175,1310.43603515625,208,38,51,2906.82397460937,45
1498200,269,260.552185058593,349.399993896484,227,118,951.367309570312,205.479995727539,46,396,1390.43603515625,300,193,117,407.823699951171,83
1498800,391,260.552185058593,246,267,298,1403.61206054687,319,346,365,2190.03588867187,393,361,984.599975585937,62.8237380981445,235
1499400,391,423.35220336914,246,125,342,1403.61206054687,319,324,51,299.823699951171,248,321,1033.59997558593,62.8237380981445,235
1500000,378,428.552185058593,206,237,42,1403.61206054687,169,46,51,417.823699951171,48,188,281,62.8237380981445,45
1500600,378,273.552185058593,46,237,232,1390.61206054687,169,46,51,241.423706054687,48,314,185,51,45
1501200,351,339.552185058593,236,1436.40002441406,42,1500.61206054687,145,46,51,47,48,428,185,51,45
1501800,191,361.241790771484,268,197,42,1434.61206054687,49,84,51,47,48,428,185,51,45
1502400,299,224,302,197,42,220,49,236,51,47,48,333.700012207031,185,241,45
1503000,434.700012207031,164.800003051757,297,195,42,1019.59997558593,89,84,82,47,162,293.700012207031,185,241,45
1503600,324.700012207031,29,170,347,232,220,279,236,409,47,401,417.700012207031,219.399993896484,206,45
1504200,316.899993896484,69,46,323,342,180,319,346,409,47,435,679.700012207031,161,206,121
1504800,303.252197265625,109,46,37,130,180,129,112,508.543487548828,47,128,632.700012207031,51,51,235
1505400,303.252197265625,264,94,37,156,140,129,46,558.002502441406,157,112,374.700012207031,51,51,235
1506000,303.252197265625,299,2123.19995117187,37,232,210,129,86,2479.56689453125,157,48,342.700012207031,51,51,45
1506600,303.252197265625,219,2289,37,42,166,142,224.300003051757,2916.96704101562,47,48,486.700012207031,51,89,45
1507200,291.075897216796,115,265,37,42,107.800003051757,102,386.700012207031,507.3671875,47,48,524.700012207031,51,241,45
1507800,351.075897216796,69,106,37,42,113,254,462.700012207031,507.3671875,47,86,440.700012207031,51,241,45
1508400,465.075897216796,69,254,151,232,113,284,424.700012207031,531.567199707031,47,393,294.700012207031,51,51,45
1509000,425.523712158203,45,230,227,342,113,100,406.700012207031,965.167175292968,47,393,266.700012207031,161,51,45
1509600,203.523696899414,29,59,151,152,509.543487548828,56.7999992370605,395.700012207031,946.3671875,47,48,438.700012207031,161,206,45
1510200,203.523696899414,54.2417602539062,458.799987792968,37,42,477.543487548828,67.9313201904296,341.523712158203,601.3671875,47,48,438.700012207031,51,206,159
1510800,198.794204711914,126.552200317382,48.599998474121,37,232,635.943481445312,80.5522003173828,297.523712158203,589.543518066406,157,48,173.699996948242,51,51,235
1511400,191.699996948242,325.552185058593,84,37,118,673.543518066406,480.35220336914,297.523712158203,589.543518066406,135,48,173.699996948242,51,127,197
1512000,191.699996948242,175.552200317382,236,37,42,595.943481445312,80.5522003173828,297.523712158203,595.853881835937,47,48,173.699996948242,51,241,45
1512600,191.699996948242,60.5522003173828,236,37,42,2997.54296875,270.552185058593,563.523681640625,192.35220336914,47,48,363.700012207031,51,203,45
1513200,194.064697265625,60.5522003173828,46,37,232,2997.54296875,275.752197265625,591.723693847656,82.5522003173828,47,331,395.252197265625,51,51,45
1513800,393.523712158203,29,201,227,254,598.543518066406,141.952194213867,383.523712158203,882.152221679687,47,393,243.252197265625,51,51,45
1514400,393.523712158203,29,201,227,228,2997.54296875,183,250.523696899414,427.552185058593,47,141,276.711212158203,161,51,45
1515000,241.523696899414,29,46,75,86,2997.54296875,304,311.794189453125,427.552185058593,47,48,482.075897216796,161,51,45
1515600,203.523696899414,95,71.2417602539062,37,42,826.743530273437,304,216.699996948242,175.552200317382,209.429504394531,48,482.075897216796,51,206,45
1516200,203.523696899414,139,77.5522003173828,37,232,1822.54296875,304,279.12368774414,172,304.523712158203,72.1999969482421,217.075897216796,51,320,197
1516800,203.523696899414,83,229.552200317382,37,42,1308,380,327.523712158203,183.823699951171,260.523712158203,169,257.075897216796,51,241,235
1517400,194.064697265625,184,267.552185058593,37,42,1714.10998535156,481,441.523712158203,588.3671875,194.523696899414,169,121.375900268554,51,165,159
1518000,191.699996948242,91,229.552200317382,37,194,227.252197265625,308.200012207031,707.523681640625,588.3671875,194.523696899414,370.823699951171,108.755096435546,51,51,45
1518600,191.699996948242,101.599998474121,917.152221679687,37,232,348.252197265625,170,550.523681640625,588.3671875,234.523696899414,525.82373046875,272.7294921875,51,51,45
1519200,191.699996948242,150,272.552185058593,227,304,388.252197265625,170,386.523712158203,624.988098144531,274.523712158203,335.823699951171,268,51,51,45
1519800,381.700012207031,150,296.752197265625,227,152,364.252197265625,97.4000015258789,420.075897216796,879.919372558593,274.523712158203,196.823699951171,153,161,51,45
1520400,381.700012207031,216,207,37,42,498.252197265625,61.6208801269531,477.911193847656,843.919372558593,222.699996948242,220.823699951171,303,161,51,45
1521000,191.699996948242,260,207,37,118,482.252197265625,80.5522003173828,334.252197265625,653.919372558593,234.699996948242,99.8237380981445,259,51,203,45
1521600,191.699996948242,172,574.799987792968,37,232,316.700012207031,270.552185058593,346.075897216796,487.095703125,292.700012207031,59.8237380981445,38,51,396,45
1522200,191.699996948242,150,756.799987792968,37,42,316.700012207031,270.552185058593,619.075927734375,583.895690917968,347.700012207031,48,38,51,282,235
1522800,191.699996948242,125.800003051757,357,37,118,195.699996948242,80.5522003173828,771.075927734375,608.095703125,1224.30004882812,249.823699951171,38,51,51,235
1523400,56,184,296,37,232,203.699996948242,80.5522003173828,827.075927734375,681.785217285156,456.700012207031,404.823699951171,38,51,51,121
1524000,56,60,298,37,298,243.699996948242,80.5522003173828,525.923706054687,688.543518066406,496.700012207031,402.375885009765,158,51,51,53
1524600,56,29,457.220886230468,227,152,315.700012207031,128.552200317382,928.32373046875,696.543518066406,504.700012207031,292.375885009765,348,51,51,509
1525200,208,95,443.552185058593,227,42,425.700012207031,164.823699951171,640.523681640625,886.543518066406,533.429504394531,332.375885009765,490.710388183593,161,51,2125
1525800,246,139,288.552185058593,37,42,425.700012207031,212.375900268554,581.723693847656,1054.54296875,556.523681640625,332.375885009765,575.552185058593,161,241,1365
1526400,170,51,310.35220336914,37,232,347.700012207031,490.775909423828,447.523712158203,468.308685302734,662.523681640625,367.646392822265,487.552185058593,51,241,149
1527000,56,29,237.552200317382,37,156,460.700012207031,563.375915527343,447.963714599609,345,585.523681640625,360.552185058593,322.375885009765,51,89,45
1527600,56,29,524.352172851562,37,42,476.700012207031,373.375885009765,439.375885009765,313,497.523712158203,474.552185058593,362.375885009765,51,206,45
1528200,56,29,548.552185058593,37,232,476.700012207031,373.375885009765,515.375915527343,185,354.523712158203,674.552185058593,362.375885009765,51,206,235
1528800,56,60,358.552185058593,37,232,476.700012207031,373.375885009765,635.852172851562,185,475.523712158203,527.620910644531,362.375885009765,51,51,235
1529400,56,184,1539.40002441406,75,152,1676.09997558593,373.375885009765,494.252197265625,172,483.523712158203,366.799987792968,252.955093383789,51,51,83
1530000,56,95,535,227,130,661.5,401.552185058593,502.252197265625,218,515.523681640625,361,285.823699951171,51,51,45
1530600,56,139,535,227,42,747.700012207031,1600.40002441406,644.252197265625,442,503.700012207031,369,549.82373046875,161,241,45
1531200,246,51,380,37,42,516.700012207031,439,1456.07604980468,478,503.700012207031,369,704.82373046875,161,241,45
1531800,246,29,380,37,232,1727.92395019531,287,2736.07592773437,406,591.700012207031,369,393,51,51,45
1532400,56,29,373,37,42,619.523681640625,249,1917.52404785156,313,613.700012207031,420,238,51,131,45
1533000,56,29,447.823699951171,37,232,717.31591796875,249,492.923706054687,299.399993896484,382.700012207031,614.82373046875,620.423706054687,51,216,45
1533600,56,29,447.823699951171,37,232,2773.07592773437,249,596.523681640625,372,382.700012207031,672.103698730468,1650.3759765625,51,419,45
1534200,56,29,257.823699951171,37,152,5172.076171875,249,526.834228515625,374.600006103515,387.429504394531,2685.52392578125,1650.3759765625,51,419,235
1534800,56,237,257.823699951171,151,152,5557.8759765625,358.799987792968,438.075897216796,385,394.523712158203,2530.52392578125,1650.3759765625,51,224,235
1535400,56,414,533.82373046875,227,42,2410.27587890625,573,559.075927734375,461,340.243713378906,1257.32397460937,402.375885009765,51,254,45
1536000,56,203,732.543701171875,151,42,3760.47607421875,573,656.075927734375,575,325.063690185546,395.523712158203,664.375915527343,161,254,45
1536600,132,1077,378.823699951171,37,80,2506.7958984375,522.931274414062,843.711181640625,592,258.823699951171,395.523712158203,852.646423339843,139,53.599998474121,45
1537200,246,381.552185058593,2370.72900390625,37,232,2811.3359375,547.375915527343,724.252197265625,540,368.823699951171,396.700012207031,719.712219238281,51,51,45
1537800,413.252197265625,381.552185058593,678,37,275.823699951171,2611.6240234375,547.375915527343,642.875915527343,419,489.823699951171,589.064697265625,405.252197265625,51,51,53
1538400,223.252197265625,381.552185058593,1877.40002441406,37,283.823699951171,938.223693847656,485.975891113281,753.475891113281,383.823699951171,500.823699951171,753.523681640625,373.700012207031,193,51,127.364700317382
1539000,223.252197265625,1683.83203125,575.82373046875,37,247.823699951171,2825.5830078125,413.375885009765,863.765502929687,383.823699951171,489,563.523681640625,446.299987792968,1192.31005859375,51,136.823699951171
1539600,387.616912841796,1831.251953125,499.823699951171,37,444.823699951171,3502.41088867187,489.375885009765,559.075927734375,383.823699951171,489,408.523712158203,615.700012207031,2422.28198242187,206,257.823699951171
1540200,919.835876464843,1875.251953125,531.375915527343,236.458999633789,450.375885009765,2984.57104492187,554.975891113281,559.075927734375,383.823699951171,489,1607.92395019531,615.700012207031,2429.3759765625,396,495.823699951171
1540800,1967.07604980468,632.252197265625,686.375915527343,383.823699951171,419.375885009765,1336.41101074218,588.152221679687,680.075927734375,497.823699951171,491.364685058593,427.075897216796,615.700012207031,555.375915527343,241,649.82373046875
1541400,1967.07604980468,575.452209472656,686.375915527343,287.823699951171,419.375885009765,1215.41101074218,497.310394287109,980.075927734375,573.82373046875,500.823699951171,548.075927734375,762.765502929687,659.375915527343,51,499.823699951171
1542000,2015.07604980468,396.252197265625,562.375915527343,426.823699951171,571.375915527343,1228.41101074218,491,2166.47607421875,455.094207763671,379.823699951171,548.075927734375,1114.07604980468,615.375915527343,51,499.823699951171
1542600,1388.8759765625,396.252197265625,531.375915527343,490.823699951171,711.552185058593,1107.41101074218,522.552185058593,667.075927734375,574.299987792968,586.623718261718,738.075927734375,1004.07598876953,463.775909423828,51,499.823699951171
1543200,989.075927734375,396.252197265625,721.375915527343,522.375915527343,587.152221679687,1107.41101074218,529.646423339843,667.075927734375,341.700012207031,610.82373046875,893.075927734375,728.075927734375,396.444610595703,51,495.094207763671
1543800,837.075927734375,517.252197265625,729.175903320312,522.375915527343,611.975891113281,1228.41101074218,534.375915527343,852.346374511718,186.699996948242,500.823699951171,716.075927734375,610.675903320312,222.823699951171,51,1614.80004882812
1544400,799.075927734375,583.252197265625,544.375915527343,522.375915527343,529.375915527343,1250.41101074218,684.375915527343,870.075927734375,186.699996948242,500.823699951171,580.252197265625,1458.67602539062,55.7294998168945,51,488
1545000,691.075927734375,627.252197265625,544.375915527343,520.01123046875,576.734191894531,1419.8310546875,524.375915527343,680.075927734375,186.699996948242,500.823699951171,561.075927734375,659.075927734375,51,241,488
1545600,659.523681640625,539.252197265625,544.375915527343,603.752197265625,508.823699951171,1397.31103515625,213.375900268554,680.075927734375,186.699996948242,525.598999023437,3426.52392578125,538.075927734375,51,396,396.755096435546
1546200,812.075927734375,517.252197265625,668.375915527343,579.552185058593,1708.22399902343,1440.55895996093,92.3759384155273,809.055114746093,338.700012207031,629.429504394531,3882.47607421875,572.616882324218,95,206,721.375915527343
1546800,812.075927734375,641.252197265625,699.375915527343,901.175903320312,508.823699951171,1454.76000976562,60.8237380981445,859.075927734375,376.700012207031,636.523681640625,3082.8759765625,733.052185058593,161,51,721.375915527343
1547400,812.075927734375,672.252197265625,606.375915527343,2900.3759765625,763,1472.11096191406,60.8237380981445,669.075927734375,224.699996948242,588.123718261718,751.075927734375,872.981689453125,95,51,531.375915527343
1548000,799.075927734375,517.252197265625,620.375915527343,2868.82397460937,743.552185058593,1472.11096191406,49,553.875915527343,341.700012207031,625.523681640625,813.075927734375,972.523681640625,51,51,531.375915527343
1548600,989.075927734375,485.700012207031,825.375915527343,2868.82397460937,584.552185058593,1472.11096191406,49,546.075927734375,341.700012207031,625.523681640625,792.075927734375,879.523681640625,51,51,531.375915527343
1549200,989.075927734375,551.700012207031,2011.77600097656,2894.06591796875,508.952209472656,1472.11096191406,239,711.875915527343,217.699996948242,515.523681640625,685.075927734375,627.523681640625,51,51,531.375915527343
1549800,665.252197265625,614.631286621093,622.375915527343,2400.57592773437,1025.35205078125,1582.11096191406,239,577.075927734375,186.699996948242,780.483703613281,561.075927734375,633.834228515625,51,241,373.310394287109
1550400,633.700012207031,418.252197265625,622.375915527343,522.375915527343,515.552185058593,1516.11096191406,49,546.075927734375,194.699996948242,1670.19396972656,561.075927734375,659.075927734375,51,241,269.399993896484
1551000,625.252197265625,517.252197265625,617.646423339843,615.575927734375,581.792175292968,1278.51098632812,49,724.252197265625,250.699996948242,303.700012207031,1358.07604980468,659.075927734375,51,51,245
1551600,223.252197265625,517.252197265625,663.552185058593,660.552185058593,515.552185058593,1351.11096191406,49,736.075927734375,376.700012207031,303.700012207031,561.075927734375,747.075927734375,117,206,245
1552200,223.252197265625,517.252197265625,547.352172851562,310.552185058593,456.620910644531,1307.73498535156,49,656.075927734375,376.700012207031,303.700012207031,619.581726074218,648.075927734375,161,206,557
1552800,196.112197875976,672.252197265625,412.552185058593,310.552185058593,470.399993896484,637.700012207031,49,634.075927734375,186.699996948242,303.700012207031,618.252197265625,715.075927734375,73,51,588.552185058593
1553400,87.5522003173828,1471.85205078125,509.552185058593,310.552185058593,232,673.981689453125,201,433.475891113281,310.700012207031,413.700012207031,735.252197265625,572.075927734375,51,51,398.552185058593
1554000,239.552200317382,583.252197265625,388.552185058593,279,42,681.075927734375,239,231.523696899414,341.700012207031,292.700012207031,583.252197265625,724.27587890625,51,129,358.552185058593
1554600,246,627.252197265625,191.552200317382,279,152,791.075927734375,87,383.523712158203,310.700012207031,182.699996948242,375.252197265625,656.523681640625,51,403,198.552200317382
1555200,170,467.700012207031,46,230.600006103515,130,707.075927734375,49,267.158996582031,186.699996948242,182.699996948242,215.252197265625,294.700012207031,51,403,198.552200317382
1555800,56,164.699996948242,46,196,42,481.075897216796,49,371.700012207031,186.699996948242,182.699996948242,215.252197265625,294.700012207031,51,213,198.552200317382
1556400,56,164.699996948242,46,227,42,481.075897216796,49,371.700012207031,186.699996948242,182.699996948242,215.252197265625,294.700012207031,51,269,125.35220336914
1557000,56,164.699996948242,108,227,42,481.075897216796,49,181.699996948242,376.700012207031,182.699996948242,253.252197265625,404.700012207031,139,317,45
1557600,56,164.699996948242,201,37,346,462.144592285156,49,291.700012207031,376.700012207031,182.699996948242,373.700012207031,404.700012207031,161,328,83
1558200,56,164.699996948242,170,37,422,268.299987792968,239,247.699996948242,186.699996948242,182.699996948242,528.700012207031,297.700012207031,51,254.800003051757,235
1558800,56,385.700012207031,236,37,42,195.699996948242,239,181.699996948242,217.699996948242,292.700012207031,338.700012207031,328.700012207031,51,127,235
1559400,56,429.700012207031,236,37,152,305.700012207031,49,333.700012207031,206,292.700012207031,183.699996948242,373.700012207031,51,241,45
1560000,246,186.699996948242,46,37,152,283.700012207031,49,447.700012207031,206,182.699996948242,183.699996948242,363.700012207031,51,203,45
1560600,246,164.699996948242,46,37,42,195.699996948242,49,435.700012207031,51,182.699996948242,183.699996948242,363.700012207031,51,51,45
1561200,56,164.699996948242,46,151,42,195.699996948242,49,451.700012207031,51,182.699996948242,183.699996948242,173.699996948242,51,51,45
1561800,56,164.699996948242,46,227,42,195.699996948242,49,245.699996948242,51,182.699996948242,183.699996948242,173.699996948242,51,51,45
1562400,56,29,77,151,232,195.699996948242,125,203.699996948242,241,182.699996948242,373.700012207031,283.700012207031,161,51,45
1563000,56,29,201,37,422,168.559997558593,239,291.700012207031,241,182.699996948242,466.700012207031,283.700012207031,161,51,45
1563600,56,95,239,37,194,60,163,225.699996948242,51,182.699996948242,338.700012207031,266.700012207031,51,320,121
1564200,56,139,236,37,64,170,49,46,51,292.700012207031,276.700012207031,328.700012207031,51,396,235
1564800,56,206,236,37,152,170,49,350,206,270.700012207031,183.699996948242,193,51,165,235
1565400,132,153,46,37,86,60,49,426,206,182.699996948242,183.699996948242,190,51,51,45
1566000,246,29,46,37,42,60,49,198,51,182.699996948242,183.699996948242,228,51,51,45
1566600,246,29,46,227,42,60,49,46,51,182.699996948242,183.699996948242,152,51,51,45
1567200,56,29,46,227,194,60,239,46,51,182.699996948242,238,38,51,51,45
1567800,56,29,46,75,232,60,239,90,241,155.559997558593,238,148,161,51,45
1568400,56,95,201,37,384,60,49,156,241,47,203,148,161,203,45
1569000,56,139,353,37,42,170,49,68,51,69,203,100,51,241,45
1569600,56,51,236,37,152,170,49,198,51,157,48,193,51,282,159
1570200,56,29,198,37,152,60,49,426,206,113,48,193,51,206,235
1570800,56,184,46,37,42,60,49,236,206,47,48,38,51,51,197
1571400,246,122,46,37,42,60,49,46,144,47,48,228,51,51,45
1572000,246,29,46,227,118,60,239,46,51,47,238,228,51,51,45
1572600,94,29,46,227,232,60,239,46,51,47,238,160,51,51,45
1573200,56,95,46,37,308,60,49,112,241,47,279,1419.40002441406,161,241,45
1573800,56,139,201,37,232,170,49,156,241,47,203,224,161,241,45
1574400,56,51,391,37,108,170,49,236,51,91,48,229,51,89,45
1575000,56,29,236,37,152,60,49,350,51,157,48,329,51,51,45
1575600,56,29,84,37,42,60,49,312,113,91,48,193,51,206,197
1576200,56,29,46,37,42,60,201,46,206,47,48,38,51,206,235
1576800,56,184,46,37,42,60,239,46,246,47,162,38,51,51,159
1577400,246,91,46,227,232,60,87,46,91,47,238,228,51,51,45
1578000,286,95,46,227,232,92,49,46,107,47,372,316,51,241,45
1578600,1359.40002441406,139,86,37,232,148,49,134,401,47,323,148,161,241,45
1579200,256,51,297,37,156,170,49,346,441,47,321,60,161,51,45
1579800,256,29,519,37,152,60,49,236,251,209,307,78,51,51,45
1580400,256,29,436,37,138,60,49,290,251,293,339,313,51,51,45
1581000,256,29,1045.59997558593,45,82,60,239,276,251,269,339,313,51,51,45
1581600,269,29,246,117,82,60,239,126,406,247,377,38,51,206,235
1582200,229,29,246,259,296,60,49,251,419,247,502,38,51,206,235
1582800,221,250,246,427,232,60,49,259,264,247,300.200012207031,38,51,241,121
1583400,299,170,246,427,42,126,49,259,327.241790771484,247,1977.59997558593,338,51,241,45
1584000,303,51,246,237,232,170,49,559,485.552185058593,247,2418,338,161,51,45
1584600,245,92.8000030517578,515,237,152,60,49,559,447.552185058593,247,2343,38,201,51,45
1585200,258.600006103515,138,551,237,152,164.600006103515,125,259,295.552185058593,295,261,38,91,51,45
1585800,269,202,236,237,42,1497.40002441406,239,449,706.952209472656,157,261,193,91,51,85
1586400,269,242,46,237,42,354,163,360,2364.55200195312,47,261,193,91,51,98
1587000,269,242,450.543487548828,237,232,354,49,253.800003051757,2359.55200195312,87,457.310394287109,38,91,51,98
1587600,269,308,490.543487548828,364,232,354,49,259,1080.0419921875,87,1276.95202636718,38,104,396,288
1588200,269,1169.59997558593,563.343505859375,2839,118,398,49,1179.59997558593,113,127,423.552185058593,38,104,396,385.600006103515
1588800,416.399993896484,366,621.543518066406,1763.40002441406,80,1263.59997558593,49,530,127,127,407.552185058593,224,104,51,282
1589400,406,189,1043.56701660156,210,254,677.634826660156,49,640,241,135,236.552200317382,338,214,51,260
1590000,176,189,1112.36694335937,210,152,696.943481445312,239,442,165,167,212.552200317382,228,232,51,367
1590600,176,189,1112.36694335937,241.552200317382,86,584.543518066406,239,383.094207763671,51,277,1012.15197753906,38,184,51,391
1591200,978.200012207031,165,883.3671875,204.552200317382,42,849.503479003906,49,477.823699951171,51,277,178.399993896484,193,184,51,391
1591800,189,109,716.3671875,182.011199951171,194,590.853881835937,49,296.023712158203,51,151,1530.40002441406,193,181.399993896484,51,391
1592400,189,191,708.3671875,360.375885009765,232,712.895690917968,49,269.223693847656,144,127,331,38,139,241,385.799987792968
1593000,165,259,780.719421386718,1350.3759765625,194,743.095703125,81,258.823699951171,206,127,2795,38,131,241,192
1593600,149,131,789.460388183593,1350.3759765625,42,997.815673828125,89,1624.22399902343,206,119,2771,38,131,206,275
1594200,201,131,747.095703125,1198.3759765625,194,679.095703125,49,1608.22399902343,165,87,2671,148,137,206,396
1594800,246,1354.61206054687,594.095703125,128.823699951171,304,625.095703125,247,320.823699951171,241,87,2600,300,161,51,2328
1595400,246,1159.61206054687,715.460876464843,73.7294998168945,152,617.095703125,239,277,127,1338.61206054687,2581.60009765625,228,117,51,2347.31005859375
1596000,56,1159.61206054687,598.152221679687,69,42,617.095703125,49,357,51,1408.61206054687,2547,152,51,51,348.552185058593
1596600,56,1295.31201171875,229.552200317382,37,118,520.295715332031,49,236,51,1408.61206054687,238,193,51,1250.40002441406,2831.55200195312
1597200,56,1361.31201171875,192.241806030273,37,232,60,49,46,51,1298.61206054687,238,193,51,241,2831.55200195312
1597800,56,274.700012207031,167,37,232,60,49,46,51,1298.61206054687,222.281692504882,69,51,241,3231.35205078125
1598400,56,186.699996948242,167,227,42,170,49,236,206,2721.60009765625,246.375900268554,38,51,475.399993896484,2836.28198242187
1599000,56,164.699996948242,167,227,42,3307.03491210937,201,236,206,2758,215.375900268554,82,51,2173,2673.57592773437
1599600,56,164.699996948242,167,2436,298,3263.03491210937,305.239990234375,46,203,2648.82397460937,91.3759384155273,148,95,2328,2790.3759765625
1600200,246,257.700012207031,350.81118774414,516.799987792968,190,2234.03491210937,87,156,265.200012207031,2648.82397460937,91.3759384155273,104,161,1479.19995117187,3333.06909179687
1600800,246,319.700012207031,617.975891113281,158,42,4319.05615234375,49,169,210,2648.82397460937,91.3759384155273,228,95,51,1853.78796386718
1601400,94,164.699996948242,659.375915527343,183.241806030273,42,3178.5869140625,49,249,172,2758.82397460937,205.375900268554,228,51,89,1348.78796386718
