Time,base_load1,base_load2,base_load3,base_load4,base_load5,base_load6,base_load7,base_load8,base_load9,base_load10,base_load11,base_load12,base_load13,base_load14,base_load15
0,191.699996948242,29,319.552185058593,37,42,316.700012207031,80.5522003173828,410.375885009765,218.252197265625,625.523681640625,338.700012207031,148,62.8237380981445,376.700012207031,45
600,191.699996948242,29,288,37,42,268.299987792968,80.5522003173828,485.7294921875,218.252197265625,714.243713378906,214.699996948242,38,62.8237380981445,165,45
1200,191.699996948242,29,443,37,42,195.699996948242,80.5522003173828,517,186.699996948242,515.523681640625,183.699996948242,114,62.8237380981445,51,45
1800,191.699996948242,29,443,37,64,195.699996948242,80.5522003173828,319,186.699996948242,513.158996582031,183.699996948242,228,62.8237380981445,51,235
2400,191.699996948242,153,215.399993896484,37,342,195.699996948242,49,167,341.700012207031,503.700012207031,297.700012207031,383,62.8237380981445,51,235
3000,191.699996948242,184,319,37,276,195.699996948242,201,167,531.700012207031,463.700012207031,373.700012207031,193,119.364700317382,51,45
3600,191.699996948242,95,236,151,232,195.699996948242,239,156,376.700012207031,279.5,335.700012207031,38,161,206,45
4200,191.699996948242,139,198,227,42,305.700012207031,87,324,186.699996948242,182.699996948242,245.699996948242,38,73,358,45
4800,381.700012207031,51,46,151,42,283.700012207031,49,122,186.699996948242,292.700012207031,338.700012207031,180,51,241,45
5400,381.700012207031,29,46,37,42,195.699996948242,49,198,186.699996948242,292.700012207031,307.700012207031,148,51,127,45
6000,191.699996948242,29,46,37,42,195.699996948242,49,236,186.699996948242,182.699996948242,183.699996948242,38,51,51,45
6600,191.699996948242,29,201,37,42,195.699996948242,49,160,186.699996948242,182.699996948242,183.699996948242,38,51,51,45
7200,191.699996948242,29,201,37,228,195.699996948242,49,46,186.699996948242,182.699996948242,221.699996948242,190,51,51,45
7800,191.699996948242,29,46,37,532,195.699996948242,239,46,341.700012207031,182.699996948242,373.700012207031,383,51,51,235
8400,191.699996948242,250,236,37,232,195.699996948242,239,46,531.700012207031,182.699996948242,373.700012207031,307,139,51,235
9000,191.699996948242,294,236,227,42,305.700012207031,49,270,469.700012207031,182.699996948242,183.699996948242,38,161,241,45
9600,191.699996948242,51,84,227,42,305.700012207031,49,302,186.699996948242,182.699996948242,338.700012207031,38,51,396,45
10200,1131.30004882812,29,46,75,42,195.699996948242,49,236,186.699996948242,292.700012207031,338.700012207031,148,51,244,45
10800,381.700012207031,29,46,37,42,195.699996948242,49,236,186.699996948242,292.700012207031,183.699996948242,148,51,51,45
11400,381.700012207031,29,46,37,42,195.699996948242,49,122,186.699996948242,182.699996948242,183.699996948242,38,51,51,45
12000,191.699996948242,29,201,37,108,195.699996948242,125,46,186.699996948242,182.699996948242,183.699996948242,38,51,51,45
12600,191.699996948242,29,201,37,532,195.699996948242,239,46,186.699996948242,182.699996948242,373.700012207031,38,51,51,45
13200,137.419998168945,95,77,37,346,60,163,46,248.699996948242,182.699996948242,373.700012207031,383,51,51,83
13800,56,139,236,37,118,170,49,68,531.700012207031,182.699996948242,183.699996948242,383,161,241,235
14400,56,206,236,227,42,170,49,346,450.279998779296,182.699996948242,338.700012207031,107,161,241,235
15000,56,184,46,227,42,60,49,470,51,182.699996948242,338.700012207031,82,51,51,45
15600,56,29,46,37,42,60,49,236,51,292.700012207031,183.699996948242,148,51,206,45
16200,246,29,46,37,42,60,49,84,51,270.700012207031,183.699996948242,104,51,206,45
16800,246,29,46,37,42,132,239,46,51,182.699996948242,183.699996948242,38,51,51,45
17400,94,29,170,37,304,188,239,46,51,182.699996948242,373.700012207031,38,51,51,45
18000,56,95,201,37,510,60,49,46,51,182.699996948242,346.559997558593,38,51,51,45
18600,56,139,222,37,194,170,49,46,51,182.699996948242,48,193,51,241,45
19200,56,51,236,37,42,170,49,90,396,182.699996948242,141,383,161,241,121
19800,56,29,236,227,42,60,49,536,396,182.699996948242,203,290,161,51,235
20400,56,184,46,227,42,60,49,372,51,69,141,126,51,51,235
21000,56,153,46,37,42,60,49,46,51,157,48,148,51,51,45
21600,56,29,46,37,42,60,239,46,51,113,48,60,51,206,45
22200,246,29,46,37,228,60,239,46,51,47,238,38,51,206,45
22800,246,95,139,37,380,124,49,46,51,47,358,38,51,51,45
23400,56,139,201,37,422,228,49,46,51,47,284,38,51,241,45
24000,56,51,329,37,42,274,49,46,51,47,248,193,51,241,45
24600,56,29,244,115,42,156,49,378,396,47,403,193,201,51,45
25200,56,29,202,267,42,60,49,536,396,47,363,321,201,51,159
25800,56,29,166,267,42,60,201,46,113,91,48,338,131,51,235
26400,56,184,166,117,42,60,239,46,51,157,48,148,184,131,197
27000,56,122,238,101,64,100,87,46,51,91,162,38,160,139,45
27600,208,95,444.720001220703,37,342,140,49,46,51,47,238,46,64,350,45
28200,326,139,308,37,428,206,49,46,51,47,200,118,64,596,45
28800,234,51,401,37,194,2209.19995117187,49,46,51,47,48,174,64,441,45
29400,56,37,560,37,42,2991.54296875,49,236,51,47,203,322,88,211,45
30000,56,468.799987792968,436,161.399993896484,42,464.543487548828,81,514,334,79,203,353,249,51,45
30600,96,69,270.200012207031,240,42,464.543487548828,279,346,396,111,48,398,289,51,45
31200,96,109,367,204,42,504.543487548828,311,46,206,233,48,498,251,51,197
31800,162.93130493164,109,367,226,42,632.543518066406,158,106.552200317382,51,277,86,1313.59997558593,211,51,235
32400,247.552200317382,354,367,250,350,664.543518066406,182,138.552200317382,51,189,238,238,51,51,159
33000,263.552185058593,321,367,250,374,668.543518066406,182,1409.95202636718,51,2206.19995117187,238,238,51,241,45
33600,437.552185058593,195,398,250,232,574.543518066406,222,266.552185058593,51,2746,48,238,51,396,45
34200,277.552185058593,229,598,250,80,464.543487548828,262,480.552185058593,51,2827,196,238,51,206,45
34800,87.5522003173828,229,712,248.823699951171,42,464.543487548828,1537.40002441406,480.552185058593,89,2667,299,331,51,51,93
35400,87.5522003173828,229,436,438.823699951171,42,464.543487548828,439,590.552185058593,241,2667,310,393,161,51,165
36000,87.5522003173828,229,246,463.023712158203,42,464.543487548828,363,624.241821289062,358,2667,248,1592.40002441406,161,51,245
36600,56,229,246,407.823699951171,42,464.543487548828,249,337,206,1155.59997558593,208,500,51,51,245
37200,56,295,246,369.823699951171,298,464.543487548828,370,337,51,342,238,538,51,89,435
37800,56,339,246,369.823699951171,342,486.543487548828,380.399993896484,337,51,352,238,352,51,241,435
38400,56,406,246,369.823699951171,118,574.543518066406,383,375,51,319.600006103515,48,238,51,241,321
39000,132,260,206,362.7294921875,232,82,383,527,51,247,79,238,51,51,245
39600,246,229,391,309.600006103515,42,60,573,537.400024414062,51,247,243,238,51,206,245
40200,246,229,391,237,42,60,533,315.200012207031,127,247,243,300,51,206,205
40800,56,189,160,427,42,84.8237380981445,183,551,241,247,88,385,161,51,45
41400,56,189,46,387,42,148.823699951171,158.800003051757,367,320,368,136,397,139,51,45
42000,88,236,46,197,194,172.823699951171,180,219,206,478,1597.40002441406,397,51,127,45
42600,56,152,46,178,342,2727.82397460937,220,206,82,438,1639.19995117187,415,51,241,45
43200,56,64,86,50,282,2853.82397460937,624.543518066406,282,51,328,2170,389,51,203,235
43800,56,73,134,50,156,2785.22412109375,664.543518066406,470.964691162109,51,328,2170,366.241790771484,51,51,235
44400,56,197,198,50,232,2877.15893554687,854.543518066406,534.023681640625,51,328,203,2472.55200195312,51,51,83
45000,246,42,551,50,42,2867.69995117187,854.543518066406,1151.42395019531,51,328,203,2472.55200195312,51,51,45
45600,246,29,551,50,42,3667.30004882812,696.743530273437,503.823699951171,165,1527.40002441406,48,2503.55200195312,73,206,45
46200,94,29,206,232.199996948242,42,2867.69995117187,574.543518066406,651.82373046875,241,207,48,505.552185058593,161,206,45
46800,56,95,206,227,118,868.5,574.543518066406,469.823699951171,251,207,238,472.552185058593,117,165,45
47400,56,139,206,37,342,355.700012207031,574.543518066406,1098.02404785156,206,365.399993896484,238,339.552185058593,51,241,45
48000,56,51,206,37,342,465.700012207031,574.543518066406,1713.82397460937,175,449.823699951171,124,220,51,165,45
48600,56,29,1405.40002441406,37,42,434.700012207031,726.543518066406,1831.12902832031,51,394.103698730468,48,388,51,51,45
49200,56,29,237.552200317382,37,232,368.700012207031,764.543518066406,874.423706054687,51,475.523712158203,203,2631,51,51,235
49800,56,91,396.552185058593,37,118,400.252197265625,491.543487548828,472.823699951171,51,475.523712158203,203,2441,51,277,235
50400,56,184,703.552185058593,37,42,424.252197265625,489.908203125,504.823699951171,51,475.523712158203,79,2016.59997558593,51,333,45
51000,246,29,703.552185058593,75,42,440.252197265625,94.8237380981445,734.375915527343,203,475.523712158203,48,454.700012207031,95,333,45
51600,246,95,358.552185058593,227,42,400.252197265625,171.823699951171,844.375915527343,241,475.523712158203,162,609.700012207031,161,640,45
52200,56,139,363.281707763671,227,254,387.252197265625,160.623703002929,646.375915527343,120,463.700012207031,238,687.700012207031,95,678,45
52800,56,51,370.375885009765,37,342,509.075897216796,153.823699951171,535.375915527343,206,476.899993896484,200,404.700012207031,51,409,45
53400,56,29,397.755096435546,37,86,629.144592285156,423.823699951171,603.446411132812,206,476.700012207031,48,294.700012207031,51,309,45
54000,56,69,257.823699951171,37,42,528.523681640625,447.823699951171,551.452209472656,51,382.700012207031,110,197.899993896484,51,173,45
54600,56,93,270.823699951171,37,232,528.523681640625,292.755096435546,534.252197265625,51,503.700012207031,203,363.700012207031,51,173,45
55200,56,29,422.823699951171,37,42,528.523681640625,288.35220336914,534.252197265625,51,503.700012207031,172,363.700012207031,51,204.199996948242,235
55800,56,122,615.82373046875,37,42,528.523681640625,1080.55200195312,521.631286621093,51,527.900024414062,96,173.699996948242,51,131,235
56400,208,250,1765.40002441406,151,42,535.631286621093,2280.55200195312,692.700012207031,241,624.700012207031,206,173.699996948242,117,321,45
57000,246,139,259,227,232,508.252197265625,2280.55200195312,1913.34204101562,241,584.700012207031,358,328.700012207031,161,329,45
57600,170,51,283.200012207031,151,342,361.452209472656,356.552185058593,812.252197265625,144,424.700012207031,358,438.700012207031,73,444,45
58200,56,29,367,37,152,337.252197265625,470.552185058593,761.452209472656,435.799987792968,534.700012207031,192,283.700012207031,51,460.279998779296,77
58800,56,29,367,37,42,1066.85205078125,394.552185058593,744.252197265625,500,486.299987792968,252.552200317382,173.699996948242,51,386.700012207031,125
59400,56,29,367,37,118,307.252197265625,249,668.252197265625,345,303.700012207031,459.375885009765,173.699996948242,51,507.700012207031,125
60000,56,29,391.200012207031,37,232,363.252197265625,381.823699951171,704.652221679687,377,351.299987792968,507.775909423828,249.699996948242,51,507.700012207031,924.599975585937
60600,56,29,678,37,42,404.100006103515,381.823699951171,760.675903320312,1579.19995117187,342.700012207031,425.375885009765,363.700012207031,51,507.700012207031,125
61200,56,95,833,37,42,484.700012207031,381.823699951171,872.075927734375,372,382.700012207031,425.375885009765,363.700012207031,51,697.700012207031,315
61800,241.600006103515,263,564.7294921875,227,232,529.700012207031,381.823699951171,935.455078125,562,382.700012207031,1809.57604980468,173.699996948242,139,697.700012207031,355
62400,690,206,501.375885009765,259,298,760.700012207031,571.82373046875,1026.52404785156,576.700012207031,382.700012207031,602.375915527343,368.700012207031,161,507.700012207031,245
63000,730,29,501.375885009765,179,228,959.419982910156,571.82373046875,861.523681640625,1198.1240234375,382.700012207031,406.065490722656,568.158996582031,51,386.700012207031,245
63600,572,29,501.375885009765,318,42,623.559997558593,406.281707763671,613.123718261718,553.523681640625,492.700012207031,2066.60009765625,455.523712158203,51,541.700012207031,245
64200,651.552185058593,29,501.375885009765,358,42,515,304.752197265625,680.075927734375,553.523681640625,492.700012207031,2646,345.523712158203,51,541.700012207031,245
64800,651.552185058593,29,477.175903320312,360.364685058593,232,1732.95202636718,280.552185058593,680.075927734375,2890.52392578125,382.700012207031,2100.60009765625,385.523712158203,51,386.700012207031,245
65400,627.152221679687,29,501.375885009765,369.823699951171,156,533.552185058593,280.552185058593,680.075927734375,1358.1240234375,382.700012207031,248,345.523712158203,51,386.700012207031,252.094192504882
66000,432.752197265625,160.241806030273,787.615905761718,369.823699951171,42,424.375885009765,280.552185058593,680.075927734375,2802.72412109375,247,285.065490722656,337.523712158203,51,576.700012207031,1056.42395019531
66600,287.552185058593,250.552200317382,877.552185058593,634.78369140625,194,4945.3759765625,280.552185058593,1119.67602539062,2897.86499023437,247,491.775909423828,368.429504394531,51,576.700012207031,661.3671875
67200,299.375885009765,167.752197265625,687.552185058593,519.82373046875,232,3935.77587890625,470.552185058593,2196.07592773437,710.700012207031,646.799987792968,494.375885009765,287.700012207031,161,346.700012207031,875.767211914062
67800,375.375885009765,348.552185058593,563.552185058593,359.823699951171,304,2690.97607421875,439,2094.07592773437,710.700012207031,382.700012207031,304.375885009765,372.700012207031,161,186.699996948242,973.3671875
68400,457.823699951171,364.552185058593,944.175903320312,48.8237380981445,130,2888.38793945312,253.729507446289,839.675903320312,520.700012207031,382.700012207031,425.375885009765,446.700012207031,51,186.699996948242,783.3671875
69000,1688.77600097656,394.552185058593,1743.77600097656,313.823699951171,42,1657.43603515625,260.823699951171,546.075927734375,582.700012207031,1292.30004882812,518.375915527343,257.93130493164,51,186.699996948242,783.3671875
69600,420.375885009765,394.552185058593,610.615905761718,318,42,1657.43603515625,279.755096435546,1617.38195800781,665.299987792968,470.700012207031,2702.3759765625,390.552185058593,107,365.700012207031,783.3671875
70200,420.375885009765,394.552185058593,544.375915527343,358,232,2192.93603515625,292.375885009765,534.252197265625,662.700012207031,382.700012207031,2621.44506835937,523.375915527343,131,587.075927734375,795.204284667968
70800,555.375915527343,422.310394287109,658.375915527343,479,42,1824.68798828125,292.375885009765,534.252197265625,519.523681640625,394.523712158203,1698.57604980468,523.375915527343,151.729507446289,662.075927734375,803.095703125
71400,555.375915527343,460,1933.77600097656,496.7294921875,118,1146.32104492187,444.375885009765,534.252197265625,471.12368774414,394.523712158203,613.01123046875,523.375915527343,214.823699951171,914.075927734375,689.895690917968
72000,555.375915527343,372,858.375915527343,503.823699951171,232,769.075927734375,482.375885009765,938.452209472656,611.055114746093,394.523712158203,603.552185058593,713.375915527343,402.755096435546,724.075927734375,481.095703125
72600,555.375915527343,381.552185058593,699.375915527343,693.82373046875,342,670.075927734375,320.916900634765,877.01123046875,862.075927734375,515.523681640625,901.175903320312,700.755126953125,525.375915527343,732.075927734375,519.095703125
73200,555.375915527343,381.552185058593,606.375915527343,1772.22399902343,152,669.252197265625,292.375885009765,641.375915527343,862.075927734375,612.32373046875,425.375885009765,772.82373046875,525.375915527343,764.075927734375,679.095703125
73800,732.755126953125,1735.95202636718,544.375915527343,389.134185791015,42,669.252197265625,389.175903320312,553.375915527343,672.075927734375,658.523681640625,425.375885009765,773.390319824218,439.575897216796,764.075927734375,743.095703125
74400,1134.77600097656,536.552185058593,544.375915527343,414.375885009765,82,678.711181640625,502.823699951171,507.175903320312,672.075927734375,746.523681640625,567.375915527343,571.352172851562,536.375915527343,741.146423339843,156.552200317382
75000,652.975891113281,357.35220336914,610.615905761718,401.375885009765,1456.40002441406,681.075927734375,502.823699951171,410.375885009765,815.252197265625,690.700012207031,567.375915527343,390.552185058593,536.375915527343,629.700012207031,299.620910644531
75600,663.375915527343,447.552185058593,544.375915527343,1479.77600097656,529.799987792968,688.875915527343,502.823699951171,531.375915527343,815.252197265625,624.700012207031,1211.97595214843,523.375915527343,500.35220336914,750.631286621093,335.399993896484
76200,663.375915527343,491.552185058593,734.375915527343,280.375885009765,364,694.075927734375,1092.6240234375,667.075927734375,667.346374511718,636.523681640625,1604.77600097656,523.375915527343,372,763.252197265625,456
76800,663.375915527343,403.552185058593,734.375915527343,396.646392822265,570,1551.11096191406,692.82373046875,908.875915527343,398.523712158203,636.523681640625,602.375915527343,523.375915527343,402.755096435546,418.252197265625,519.552185058593
77400,661.01123046875,381.552185058593,875.193298339843,560.375915527343,656,3994.11108398437,509.93130493164,1047.07604980468,430.075897216796,354.523712158203,564.375915527343,550.515930175781,428.375885009765,363.972198486328,519.552185058593
78000,554.752197265625,394.552185058593,1903.51904296875,712.375915527343,619.241821289062,2924.51098632812,522.552185058593,733.075927734375,754.075927734375,194.523696899414,412.375885009765,849.075927734375,538.375915527343,282.552185058593,529.01123046875
78600,666.252197265625,394.552185058593,1041.9189453125,2606.333984375,559.552185058593,1485.11096191406,474.152191162109,765.252197265625,754.075927734375,194.523696899414,412.375885009765,1114.07604980468,417.375885009765,403.552185058593,607.375915527343
79200,702.27587890625,394.552185058593,948.919372558593,2889.82397460937,515.552185058593,1477.31103515625,280.552185058593,655.252197265625,564.075927734375,238.523696899414,567.375915527343,892.523681640625,428.375885009765,403.552185058593,853.855895996093
79800,868.075927734375,549.552185058593,948.919372558593,522.375915527343,520.281677246093,1472.11096191406,806.095703125,655.252197265625,564.075927734375,304.523712158203,703.075927734375,720.523681640625,428.375885009765,390.93130493164,599.375915527343
80400,989.075927734375,584.552185058593,1735.51904296875,654.855895996093,558.375915527343,1472.11096191406,882.095703125,631.052185058593,707.252197265625,238.523696899414,548.075927734375,627.523681640625,428.375885009765,708.82373046875,409.375885009765
81000,799.075927734375,383.552185058593,935.919372558593,486.35220336914,679.375915527343,1472.11096191406,964.543518066406,934.052185058593,647.352172851562,192.158996582031,586.075927734375,627.523681640625,537.552185058593,708.82373046875,288.375885009765
81600,799.075927734375,413.952209472656,1125.9189453125,437.952209472656,717.375915527343,2315.7109375,948.767211914062,838.941772460937,355,182.699996948242,726.252197265625,627.523681640625,536.375915527343,1105.17602539062,269.444610595703
82200,727.523681640625,381.552185058593,1076.4599609375,389.552185058593,730.375915527343,1582.11096191406,907.3671875,1003.70001220703,293,182.699996948242,726.252197265625,587.523681640625,504.823699951171,681.175903320312,312.575897216796
82800,567.523681640625,381.552185058593,786.095703125,503.552185058593,650.375915527343,1472.11096191406,907.3671875,847.616882324218,244.600006103515,182.699996948242,536.252197265625,427.523712158203,504.823699951171,429.375885009765,521.916870117187
83400,446.523712158203,381.552185058593,879.095703125,700.552185058593,631.444580078125,1472.11096191406,907.3671875,755.075927734375,362,182.699996948242,536.252197265625,306.523712158203,614.82373046875,416.375885009765,519.552185058593
84000,312.700012207031,381.552185058593,829.164428710937,599.310424804687,400.200012207031,1472.11096191406,907.3671875,777.075927734375,362,182.699996948242,669.711181640625,718.700012207031,493.823699951171,376.375885009765,519.552185058593
84600,312.700012207031,381.552185058593,450.543487548828,479,376,1351.11096191406,818.967224121093,667.075927734375,75.1999969482421,248.699996948242,703.075927734375,749.700012207031,383.823699951171,132.375900268554,633.552185058593
85200,343.700012207031,447.552185058593,450.543487548828,479,255,2553.11108398437,897.3671875,667.075927734375,51,292.700012207031,610.075927734375,418.700012207031,262.823699951171,274.916900634765,709.552185058593
85800,381.700012207031,646.552185058593,450.543487548828,358,432,1364.11096191406,897.3671875,584.075927734375,144,204.699996948242,548.075927734375,294.700012207031,260.459014892578,241,671.552185058593
86400,305.700012207031,383.952209472656,526.543518066406,1517.40002441406,470,2585.51098632812,576.908203125,857.075927734375,206,182.699996948242,738.075927734375,173.699996948242,383.823699951171,51,488
87000,191.699996948242,29,640.543518066406,109.599998474121,432,1474.11096191406,574.543518066406,736.075927734375,206,128.419998168945,738.075927734375,173.699996948242,383.823699951171,51,205
87600,191.699996948242,29,236,37,384,1354.55895996093,170,697.429504394531,51,47,508.075897216796,173.699996948242,383.823699951171,206,45
88200,191.699996948242,29,77,227,352,1199.73498535156,170,666.523681640625,89,47,312.052185058593,173.699996948242,343.823699951171,206,45
88800,191.699996948242,29,201,227,202,993.727783203125,49,697.123718261718,241,47,246.252197265625,173.699996948242,293.823699951171,51,45
89400,191.699996948242,29,201,75,42,195.699996948242,49,745.523681640625,203,47,351.320892333984,452.700012207031,293.823699951171,127,45
90000,191.699996948242,95,46,37,42,195.699996948242,239,635.523681640625,51,135,338.700012207031,628.700012207031,152.529495239257,241,45
90600,191.699996948242,139,46,37,42,195.699996948242,239,638.923706054687,51,157,183.699996948242,518.700012207031,51,203,197
91200,381.700012207031,51,46,37,384,195.699996948242,49,704.523681640625,51,47,373.700012207031,173.699996948242,51,51,235
91800,381.700012207031,184,236,37,232,305.700012207031,49,595.963684082031,206,47,373.700012207031,173.699996948242,51,51,159
92400,164.559997558593,91,236,37,194,239.699996948242,49,416.823699951171,206,47,183.699996948242,173.699996948242,51,51,45
93000,56,29,160,37,152,195.699996948242,49,484.399993896484,51,47,183.699996948242,173.699996948242,51,51,45
93600,56,29,46,227,130,195.699996948242,49,284,127,47,183.699996948242,173.699996948242,51,206,45
94200,56,29,201,227,42,195.699996948242,201,356,241,47,338.700012207031,217.699996948242,161,320,45
94800,56,95,201,37,42,195.699996948242,239,356,165,47,338.700012207031,345.700012207031,139,241,45
95400,56,139,46,37,42,195.699996948242,87,360,51,157,183.699996948242,546.700012207031,51,165,45
96000,56,51,46,37,232,195.699996948242,49,436,51,157,373.700012207031,518.700012207031,51,51,45
96600,132,29,46,37,422,305.700012207031,49,398,51,47,373.700012207031,287.700012207031,51,51,235
97200,246,29,236,37,232,261.700012207031,49,246,206,47,151.139999389648,65.1399993896484,51,51,235
97800,246,184,236,37,152,195.699996948242,49,398,206,47,48,38,51,51,121
98400,56,60,46,37,152,195.699996948242,49,436,82,47,48,38,51,51,45
99000,56,29,46,227,42,195.699996948242,239,206,165,47,203,38,73,203,45
99600,56,95,201,227,42,195.699996948242,239,156,241,47,203,126,161,396,45
100200,56,139,201,37,42,168.559997558593,49,308,127,47,79,179,117,282,45
100800,56,51,46,37,42,60,49,236,51,157,162,255,51,51,45
101400,56,29,46,37,422,170,49,160,51,157,238,495,51,51,45
102000,56,29,84,37,308,148,49,46,51,47,200,388,51,51,45
102600,246,29,236,37,64,60,49,46,175,47,48,276,51,51,235
103200,246,60,236,37,152,60,125,236,206,47,48,238,51,51,235
103800,94,184,46,75,86,60,239,236,175,47,110,238,51,241,83
104400,56,95,46,227,42,60,163,46,203,47,203,238,95,241,45
105000,56,139,201,227,42,60,49,346,241,47,172,348,161,89,45
105600,56,51,201,37,42,60,49,346,89,47,86,348,95,206,45
106200,56,29,46,37,232,170,49,122,51,157,238,393,51,206,45
106800,56,29,46,37,422,170,49,46,51,157,238,393,51,51,45
107400,56,29,198,37,42,100,49,46,51,47,48,428,51,51,45
108000,56,29,236,37,152,140,239,46,82,47,48,428,51,51,45
108600,246,29,198,45,152,212,239,236,206,47,88,238,51,241,235
109200,246,157,46,231,42,260,49,162,206,47,323,238,51,241,235
109800,56,294,46,339,82,265.200012207031,49,300,241,47,363,238,117,51,45
110400,56,51,201,295,98,273,49,466,241,47,208,1547.40002441406,161,51,45
111000,56,29,201,210,232,383,49,308,51,47,398,348,73,51,45
111600,56,29,46,210,308,383,49,206,51,157,238,393,51,206,45
112200,56,29,46,178,308,273,49,246,51,165,48,393,51,206,45
112800,56,109,236,50,108,273,239,246,51,103,80,238,155,51,45
113400,56,109,236,50,152,273,239,360,51,127,144,388,171,241,45
114000,208,225.600006103515,84,50,42,260,49,835.799987792968,206,256,323,228,211,241,45
114600,286,312,46,232.199996948242,42,260,49,436,206,328,363,38,211,75,235
115200,258,317,211,227,42,284.200012207031,49,436,241,328,248,38,299,91,235
115800,176,197,414,75,194,491,49,356,241,368,438,148,289,203,45
116400,176,42,1213.59997558593,37,232,504,89,1124.59997558593,51,368,438,148,51,211,45
117000,248,42,219,37,384,394,288.799987792968,422.600006103515,51,478,208,193,51,211,85
117600,396.899993896484,42,67,37,156,394,332,471,51,478,48,193,51,334,85
118200,404.700012207031,29,329,37,152,394,204,471,51,247,48,38,51,396,141
118800,404.700012207031,95,1168.59997558593,37,130,394,222,661,51,247,141,114,51,241,45
119400,404.700012207031,139,235,37,42,388.799987792968,222,851,206,247,259,300,51,51,45
120000,594.700012207031,51,259,227,42,260,353,661,222,207,253,396,51,51,45
120600,594.700012207031,29,259,227,118,348,353,493,454,47,358,282,161,51,235
121200,351.700012207031,153,418.7294921875,37,232,330,334.600006103515,494.259002685546,401,47,398,348,161,51,235
121800,319.700012207031,184,425.823699951171,37,232,543.634826660156,537,395.823699951171,610.799987792968,47,252,304,51,51,45
122400,191.699996948242,29,301.823699951171,37,232,624.543518066406,537,255.023696899414,211,157,48,393,51,51,45
123000,191.699996948242,29,371.823699951171,37,152,624.543518066406,347,230.823699951171,211,135,48,369,51,241,45
123600,191.699996948242,95,423.823699951171,37,152,624.543518066406,222,230.823699951171,211,47,56,229,51,396,45
124200,191.699996948242,139,474.063690185546,37,42,624.543518066406,222,610.82373046875,211,87,647.543518066406,198,51,206,45
124800,191.699996948242,59,217.823699951171,37,42,624.543518066406,222,534.82373046875,273,167,655.543518066406,350,51,51,45
125400,267.700012207031,69,223.729507446289,227,42,1889.94299316406,214.199996948242,341.700012207031,366,207,1486.14294433593,460.152191162109,51,51,45
126000,381.700012207031,116.552200317382,219,227,232,710.543518066406,285,353.700012207031,524,207,762.543518066406,392.552185058593,161,51,45
126600,381.700012207031,180.552200317382,343,37,232,584.543518066406,359,291.700012207031,377,288,764.543518066406,300.552185058593,161,51,235
127200,191.699996948242,335.552185058593,374,37,80,584.543518066406,283,203.699996948242,171,310,596.543518066406,212.552200317382,51,51,235
127800,191.699996948242,335.552185058593,241,37,254,584.543518066406,169,181.699996948242,171,398,572.543518066406,396.692199707031,51,241,45
128400,199.699996948242,246.552200317382,369,37,152,544.543518066406,169,181.699996948242,155,354,572.543518066406,537.252197265625,51,241,45
129000,279.700012207031,290.552185058593,441.600006103515,37,86,260.90869140625,129,487.700012207031,131,288,727.543518066406,868.052185058593,51,51,45
129600,377.940002441406,202.552200317382,363,37,42,180,250,641.700012207031,131,1079.59997558593,719.543518066406,293.700012207031,51,206,45
130200,311.700012207031,180.552200317382,287,75,42,224,258,311.158996582031,131,248,794.543518066406,293.700012207031,51,206,45
130800,303.700012207031,149,287,227,232,290,360,313.523712158203,286,256,1382.19995117187,483.700012207031,51,51,45
131400,535.231323242187,149,1094.59997558593,227,232,180,360,1242.67602539062,476,47,1479,612.631286621093,161,51,45
132000,664.252197265625,167.93130493164,396,37,42,180,170,1270.67602539062,321,55,1294.19995117187,473.252197265625,161,89,83
132600,545.452209472656,180.552200317382,442,37,194,180,170,318.075897216796,136.199996948242,163,302,325.252197265625,51,241,235
133200,556.252197265625,401.552185058593,283.200012207031,37,304,180,178,404.475891113281,144,240.823699951171,302,480.252197265625,51,241,235
133800,556.252197265625,1589.16394042968,369,37,152,301,290,669.075927734375,144,102.823699951171,457.552185058593,528.652221679687,51,51,45
134400,556.252197265625,1346.16394042968,369,37,42,301,1121.15197753906,859.075927734375,2559,58.8237380981445,488.552185058593,660.252197265625,51,51,45
135000,365.952209472656,1324.16394042968,210.552200317382,37,42,371.399993896484,321.552185058593,765.875915527343,1865.40002441406,58.8237380981445,395.552185058593,567.252197265625,51,51,45
135600,329.552185058593,1300.16394042968,210.552200317382,151,232,532,511.552185058593,600.075927734375,426,58.8237380981445,414.375885009765,567.252197265625,51,206,45
136200,322,978.0419921875,210.552200317382,227,232,436,511.552185058593,997.27587890625,581,58.8237380981445,401.375885009765,535.700012207031,51,206,45
136800,312.799987792968,42,250.752197265625,151,118,302,353.552185058593,715.075927734375,765.799987792968,58.8237380981445,251.375900268554,835.700012207031,161,127,45
137400,931.543518066406,29,420.552185058593,37,42,302,329.552185058593,737.075927734375,3902.39990234375,49.3647499084472,251.375900268554,875.700012207031,161,241,45
138000,931.543518066406,95,634.552185058593,37,298,302,348.93130493164,695.075927734375,5010.5517578125,113,202.134201049804,503.100006103515,51,203,121
138600,741.543518066406,139,639.552185058593,37,190,310,290,656.075927734375,3395.15209960937,157,210.823699951171,554.700012207031,51,51,235
139200,741.543518066406,206,669.552185058593,37,42,222.041793823242,281.600006103515,583.475891113281,849.352172851562,69,374.823699951171,488.700012207031,51,51,235
