,T,pk_a0,pk_a1,pk_a2,pk_a3,pk_a4,pk_a5,pk_a6,pk_a7,pk_a8,pk_a9,pk_a10,pk_a11,pk_a12,pk_a13,pk_a14,pk_a15,pk_a16,pk_a17,pk_a18,pk_a19,pk_a20,pk_r0,pk_r1,pk_r2,pk_r3,pk_r4,pk_r5,pk_r6,pk_r7,pk_r8,pk_r9,pk_r10,pk_r11,pk_r12,pk_r13,pk_r14,pk_r15,pk_r16,pk_r17,pk_r18,pk_r19,pk_r20
0,2021-12-02 10:06:00,785.8738230685258,783.0904528959446,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,783.002428374531,781.9940550658398,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1,2021-12-02 10:06:01,785.8084702732923,782.6332723553707,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,782.7089108363328,781.8488540264785,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
2,2021-12-02 10:06:02,785.740391383321,781.4052388225311,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,781.9214749229795,781.6627268277565,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3,2021-12-02 10:06:03,785.6551911495858,776.9645863139117,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,779.0762404356676,781.283109254737,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,2021-12-02 10:06:04,785.5754429883483,773.1293111568327,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,776.5643899244626,780.9324024646535,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
5,2021-12-02 10:06:05,785.4985186511117,769.4990465777547,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,774.1086459156517,780.5849171938877,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
6,2021-12-02 10:06:06,785.4236464666403,765.9838381990545,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,771.6262685752029,780.2326695186615,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
7,2021-12-02 10:06:07,785.3508016429071,762.6262597366825,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,769.1180058487895,779.8754131818463,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
8,2021-12-02 10:06:08,785.2800933388041,759.467795016144,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,766.5852146413283,779.5133396587484,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
9,2021-12-02 10:06:09,785.3466145340354,756.7192775303926,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,764.1948934138967,781.5743369344968,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
10,2021-12-02 10:06:10,785.2773635251366,754.1002315349009,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,761.6234451360635,781.2199543486771,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
11,2021-12-02 10:06:11,785.2103170860414,751.8195594109789,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,759.0358885672431,780.8593214069057,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
12,2021-12-02 10:06:12,785.1454843535786,749.9272585061581,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,756.4365891667604,780.4927036500984,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,2021-12-02 10:06:13,785.1266497477459,754.6565908482121,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,758.9141047026757,780.6990448378182,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
14,2021-12-02 10:06:14,785.1853824689649,769.4907290431335,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,770.3118734520432,781.9499080841897,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
15,2021-12-02 10:06:15,785.2093030557138,778.3673932758609,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,777.5514510212565,782.7586533861878,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16,2021-12-02 10:06:16,785.198894889293,781.993050792686,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.5811762424822,783.0965719412003,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
17,2021-12-02 10:06:17,785.1641561010865,781.957151140295,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.5944191435543,783.0735471313214,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18,2021-12-02 10:06:18,785.1310226597888,781.7040888814417,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.6186306179616,783.04890899033,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
19,2021-12-02 10:06:19,785.0998850004543,781.4547615628202,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.642881428506,783.0285241083709,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
20,2021-12-02 10:06:20,785.0707400697679,781.2091826880925,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.6671771052331,783.0124043403406,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,2021-12-02 10:06:21,785.0435849046779,780.9673662347584,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.6915231686859,783.0005451231655,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,2021-12-02 10:06:22,785.0184015470867,780.7291007836316,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.7159356070675,782.992937889312,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
23,2021-12-02 10:06:23,784.9952357323674,780.4948231279898,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.7403701774773,782.9895961028612,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
24,2021-12-02 10:06:24,784.9740674947296,780.2643175690138,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.764842830158,782.9905274103161,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
25,2021-12-02 10:06:25,784.9548937833014,780.0375978608519,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.7893590695024,782.99572261551,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
26,2021-12-02 10:06:26,784.9377116391714,779.8146782229936,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.8139243886761,783.0051561118897,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
27,2021-12-02 10:06:27,784.9225118004825,779.5953631619188,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.8385549627352,783.018858160739,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
28,2021-12-02 10:06:28,784.9093218663666,779.3800548582997,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.8632061384028,783.0368031246805,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
29,2021-12-02 10:06:29,784.8981305636069,779.168553500504,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.8878940565165,783.0590374653418,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,2021-12-02 10:06:30,784.8889348455172,778.9608730628933,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.9126241939804,783.0855309496125,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
31,2021-12-02 10:06:31,784.8817317589695,778.7570279752474,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.9374020137653,783.1162369563544,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
