,batt.p,batt.e,batt.de,batt.dp,batt.pd,batt.pc,batt.u,batt.abs_p,mg.p,mg.pout,mg.pin,mg.u,ps.scale_fact,ps.p_scaled,arc3_expanded.f,arc1_expanded.f,arc2_expanded.f,int,batt.soc,batt.inst_cost,mg.instant_cost,inst_obj
2018-04-01 23:45:00+02:00,-2.438709677419355,5.317741935483868,0.0006774193548387097,0.0,0.0,2.438709677419355,-0.0,0.0,5.3187096774193545,5.3187096774193545,0.0,1.0,10,0.0,0.0,5.3187096774193545,-2.438709677419355,15.366518933245455,25.322580645161278,0.0,0.00016310709677419354,0.00016310709677419354
2018-04-02 00:00:00+02:00,-2.438709677419355,5.927419354838706,0.0006774193548387097,0.0,0.0,2.438709677419355,-0.0,0.0,5.3187096774193545,5.3187096774193545,0.0,1.0,10,0.0,0.0,5.3187096774193545,-2.438709677419355,15.366518933245455,28.225806451612886,0.0,0.00016310709677419354,0.00016310709677419354
2018-04-02 00:15:00+02:00,-2.438709677419355,6.537096774193546,0.0006774193548387097,0.0,0.0,2.438709677419355,-0.0,0.0,5.303709677419356,5.303709677419356,0.0,1.0,10,0.0,0.0,5.303709677419356,-2.438709677419355,15.366518933245455,31.1290322580645,0.0,0.0001626470967741936,0.0001626470967741936
2018-04-02 00:30:00+02:00,-2.438709677419355,7.146774193548385,0.0006774193548387097,0.0,0.0,2.438709677419355,-0.0,0.0,5.288709677419355,5.288709677419355,0.0,1.0,10,0.0,0.0,5.288709677419355,-2.438709677419355,15.366518933245455,34.03225806451612,0.0,0.00016218709677419358,0.00016218709677419358
2018-04-02 00:45:00+02:00,-2.438709677419355,7.756451612903226,0.0006774193548387097,0.0,0.0,2.438709677419355,-0.0,0.0,5.298709677419355,5.298709677419355,0.0,1.0,10,0.0,0.0,5.298709677419355,-2.438709677419355,15.366518933245455,36.93548387096774,0.0,0.00016249376344086024,0.00016249376344086024
2018-04-02 01:00:00+02:00,-2.438709677419355,8.366129032258064,0.0006774193548387097,0.0,0.0,2.438709677419355,-0.0,0.0,5.308709677419355,5.308709677419355,0.0,1.0,10,0.0,0.0,5.308709677419355,-2.438709677419355,15.366518933245455,39.838709677419345,0.0,0.00016280043010752688,0.00016280043010752688
2018-04-02 01:15:00+02:00,-2.438709677419355,8.975806451612902,0.0006774193548387097,0.0,0.0,2.438709677419355,-0.0,0.0,5.308709677419355,5.308709677419355,0.0,1.0,10,0.0,0.0,5.308709677419355,-2.438709677419355,15.366518933245455,42.74193548387096,0.0,0.00016280043010752688,0.00016280043010752688
2018-04-02 01:30:00+02:00,-2.438709677419355,9.58548387096774,0.0006774193548387097,0.0,0.0,2.438709677419355,-0.0,0.0,5.308709677419355,5.308709677419355,0.0,1.0,10,0.0,0.0,5.308709677419355,-2.438709677419355,15.366518933245455,45.64516129032257,0.0,0.00016280043010752688,0.00016280043010752688
2018-04-02 01:45:00+02:00,-2.4387096774193546,10.195161290322579,0.0006774193548387096,4.336808689942018e-19,0.0,2.4387096774193546,-0.0,0.0,5.303709677419355,5.303709677419355,0.0,1.0,10,0.0,0.0,5.303709677419355,-2.4387096774193546,15.366518933245455,48.548387096774185,0.0,0.00016264709677419356,0.00016264709677419356
2018-04-02 02:00:00+02:00,-2.4387096774193546,10.804838709677416,0.0006774193548387096,0.0,0.0,2.4387096774193546,-0.0,0.0,5.298709677419355,5.298709677419355,0.0,1.0,10,0.0,0.0,5.298709677419355,-2.4387096774193546,15.366518933245455,51.45161290322578,0.0,0.00016249376344086024,0.00016249376344086024
